step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,isFraud
-1.2568087683771165,-0.9012559035239777,-0.6904930533120749,-0.5375938280587963,-1.1879053895865905,-1.252431116672477,-0.5780276937384927,-0.2915051673024229,1.3556122046843693,-0.5726698057954304,0
0.2926773635724013,-0.5594032293339607,-0.6660132197899855,-0.5636509975560043,0.20551961156436246,0.16226517935973217,-0.5780276937384927,-0.2915051673024229,-0.7376740903810559,1.7462069588443099,0
-0.4750860351413238,-0.19353475138676868,0.67967919786153,0.7151498639205957,0.21280563786729037,0.19632647349118212,-0.5780276937384927,-0.2915051673024229,1.3556122046843693,-0.5726698057954304,0
-1.238196322347693,-0.8952014202123234,-0.5913605531515959,-0.44031414359171517,-1.0434044366994086,-1.1078771738856852,-0.5780276937384927,-0.2915051673024229,1.3556122046843693,-0.5726698057954304,0
-1.4010552251051498,-0.7553137114611448,-0.2679781109814471,-0.1406525444821999,-0.7353809175552364,-0.7904409912614186,1.7300209156629316,-0.2915051673024229,-0.7376740903810559,-0.5726698057954304,0
1.5257519130217174,-0.5844860887679568,-0.4307672578381826,-0.32699720294977175,0.5637686265653459,0.5177092770566551,-0.5780276937384927,-0.2915051673024229,1.3556122046843693,-0.5726698057954304,0
-1.6383639119803013,-0.8771930929087929,-1.1108135409515072,-0.9573761151252212,1.4035367494679836,1.3337716156172958,-0.5780276937384927,-0.2915051673024229,-0.7376740903810559,1.7462069588443099,0
1.1255843233891092,2.50504670495076,-0.2572845095247649,-1.2318838378140096,0.694487332512143,1.1839859213961437,-0.5780276937384927,-0.2915051673024229,-0.7376740903810559,1.7462069588443099,0
-1.1683996497373543,0.7840527725843449,-0.9739807003148837,-1.0663031620792425,-1.1839781085306182,-1.1250882143021772,-0.5780276937384927,-0.2915051673024229,-0.7376740903810559,1.7462069588443099,0
0.43692382030043453,0.8221095248290288,1.6231648078278322,1.5000403075765967,1.108251953432588,1.1637357349861968,1.7300209156629316,-0.2915051673024229,-0.7376740903810559,-0.5726698057954304,0
-0.7356602795532547,-0.14663130846465233,-1.1247471409162912,-1.0786677641682585,-1.4305272693963413,-1.4391313494738507,-0.5780276937384927,-0.2915051673024229,-0.7376740903810559,1.7462069588443099,0
-0.1958993446999692,2.50504670495076,-1.1723078605554844,-1.5426961957129812,1.1126901227686727,1.3047375812210549,-0.5780276937384927,-0.2915051673024229,1.3556122046843693,-0.5726698057954304,0
0.3996989282415872,0.41296653339807204,-0.5180851827102262,-0.5602307952105223,-1.6077323213011807,-1.5748745918290048,-0.5780276937384927,-0.2915051673024229,1.3556122046843693,-0.5726698057954304,0
-1.3266054409874553,-0.6631708683904568,1.5253537297793018,1.6217192798377271,-0.17403378991209334,-0.22386231254931774,1.7300209156629316,-0.2915051673024229,-0.7376740903810559,-0.5726698057954304,0
-0.00046866139102099845,-0.027200984319311488,-1.0045563965183082,-0.9772160553234325,0.9171959608253756,0.9109953554844981,-0.5780276937384927,-0.2915051673024229,-0.7376740903810559,1.7462069588443099,0
-1.2707681028991844,-0.2132964344940624,1.6441657811281378,1.6731848524418373,1.498175351410975,1.4767760346029388,-0.5780276937384927,3.4304709218500653,-0.7376740903810559,-0.5726698057954304,0
1.3535867872495486,-0.11507090399691446,-1.308709073884928,-1.2654882768752016,-0.7565455001432461,-0.764659201110779,-0.5780276937384927,-0.2915051673024229,-0.7376740903810559,1.7462069588443099,0
-1.1265216461711511,0.8650925957931328,-0.2681729718531348,-0.37926854617723627,1.1726715136069283,1.2311291760793934,1.7300209156629316,-0.2915051673024229,-0.7376740903810559,-0.5726698057954304,0
1.344280564234837,-0.2980827042862264,1.2042027588817088,1.2499664551120446,-1.4866887347564048,-1.5062328562894705,-0.5780276937384927,-0.2915051673024229,-0.7376740903810559,-0.5726698057954304,0
-0.2982677978617992,0.3974495695690577,0.996773011756846,0.9422104923929887,0.17987371029228572,0.20676518948727904,1.7300209156629316,-0.2915051673024229,-0.7376740903810559,-0.5726698057954304,0
-0.13540889510434237,-0.796327195074641,1.388557207297975,1.5058425477133508,0.031015018453657946,-0.029119428105545252,-0.5780276937384927,-0.2915051673024229,-0.7376740903810559,1.7462069588443099,0
0.5532516079843323,2.0248834020957913,1.5434296947260975,1.2441054248439725,-0.8899777822859648,-0.7410080492194839,-0.5780276937384927,-0.2915051673024229,-0.7376740903810559,1.7462069588443099,0
