step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,isFraud,log_amount,amount_deviation,relative_amount,amount_percentile,is_large_transaction,hour_of_day,day_of_week,is_weekend,is_business_hours,is_late_night,velocity_1h,velocity_6h,velocity_24h,avg_daily_transactions,recent_transaction_spike,balance_diff_orig,balance_error_orig,remaining_balance_pct_orig,balance_wipeout_orig,balance_diff_dest,balance_error_dest,beneficiary_transaction_count,is_new_beneficiary,beneficiary_avg_amount,beneficiary_fraud_history_flag,device_usage_count,device_risk_score,device_change_flag,is_new_device,high_risk_region_flag,location_change_flag,distance_from_home,avg_spending,spending_deviation,monthly_avg_spending,daily_avg_spending,spending_pattern_score,amount_risk_score,time_risk_score,recipient_risk_score,composite_behavior_risk_score,interaction_amount_x_velocity,interaction_amount_x_device_risk,interaction_velocity_x_recipient_risk,interaction_time_x_amount
-1.2568087683771163,-0.9012559035239776,-0.6904930533120749,-0.5375938280587963,-1.1879053895865903,-1.252431116672477,-0.5780276937384927,-0.2915051673024229,1.3556122046843693,-0.5726698057954304,0,0.0,-0.9012369770067001,-901255.9036766444,0.17796,0,22.743191231622884,6.0,1,0,0,1.0,2.0,5.0,5.0,1,-0.1528992252532786,0.748356678270699,0.7785662781781868,0,-0.06452572708588677,0.8367301764380906,1,0,-1.6939338820520788e-16,0,1,0.1,0,1,0,0,12.0,-1.6939338820520788e-16,-0.9012559035239773,-5.081801646156237e-15,-1.6939338820520788e-16,5.0,0.17796,0.2,0.0,0.113388,-1.802511807047955,-0.09012559035239776,0.0,-0.1802511807047955
0.2926773635724013,-0.5594032293339607,-0.6660132197899855,-0.5636509975560043,0.2055196115643624,0.1622651793597321,-0.5780276937384927,-0.2915051673024229,-0.7376740903810559,1.74620695884431,0,0.0,-0.5593914817771971,-559403.22942872,0.38172,0,0.2926773635724013,0.0,0,0,0,1.0,2.0,5.0,5.0,1,-0.10236222223398117,0.4570410070999795,0.8463072910790453,0,-0.04325443220463032,0.5161487971293304,1,0,-1.6939338820520788e-16,0,1,0.1,0,1,0,0,12.0,-1.6939338820520788e-16,-0.5594032293339605,-5.081801646156237e-15,-1.6939338820520788e-16,5.0,0.38172,0.2,0.0,0.174516,-1.1188064586679214,-0.05594032293339607,0.0,-0.11188064586679214
-0.4750860351413238,-0.1935347513867686,0.67967919786153,0.7151498639205957,0.2128056378672903,0.1963264734911821,-0.5780276937384927,-0.2915051673024229,1.3556122046843693,-0.5726698057954304,0,0.0,-0.19353068712621652,-193534.75141955214,0.54732,0,23.524913964858676,6.0,1,0,0,1.0,2.0,5.0,5.0,1,-0.03547066605906568,0.15806408532770289,1.0521858164628946,0,-0.01647916437610819,0.1770555870106604,1,0,-1.6939338820520788e-16,0,1,0.1,0,1,0,0,12.0,-1.6939338820520788e-16,-0.19353475138676843,-5.081801646156237e-15,-1.6939338820520788e-16,5.0,0.54732,0.2,0.0,0.224196,-0.3870695027735372,-0.01935347513867686,0.0,-0.03870695027735372
-1.238196322347693,-0.8952014202123234,-0.5913605531515959,-0.4403141435917151,-1.0434044366994086,-1.1078771738856852,-0.5780276937384927,-0.2915051673024229,1.3556122046843693,-0.5726698057954304,0,0.0,-0.8951826208401582,-895201.4203639647,0.1826,0,22.761803677652306,6.0,1,0,0,1.0,2.0,5.0,5.0,1,-0.15104640955988075,0.7441550106524426,0.7445794039262608,0,-0.06447273718627655,0.830728683026047,1,0,-1.6939338820520788e-16,0,1,0.1,0,1,0,0,12.0,-1.6939338820520788e-16,-0.8952014202123232,-5.081801646156237e-15,-1.6939338820520788e-16,5.0,0.1826,0.2,0.0,0.11478000000000001,-1.7904028404246468,-0.08952014202123235,0.0,-0.1790402840424647
-1.4010552251051498,-0.7553137114611448,-0.2679781109814471,-0.1406525444821999,-0.7353809175552364,-0.7904409912614186,1.7300209156629316,-0.2915051673024229,-0.7376740903810559,-0.5726698057954304,0,0.0,-0.755297849753106,-755313.7115890901,0.27124,0,22.59894477489485,6.0,1,0,0,1.0,2.0,5.0,5.0,1,-0.12732556649924717,0.6279881449618976,0.5248677544401832,0,-0.055060073706182266,0.7002536377549625,1,0,-1.6939338820520788e-16,0,1,0.1,0,1,0,0,12.0,-1.6939338820520788e-16,-0.7553137114611446,-5.081801646156237e-15,-1.6939338820520788e-16,5.0,0.27124,0.2,0.0,0.141372,-1.5106274229222896,-0.07553137114611448,0.0,-0.15106274229222896
1.5257519130217174,-0.5844860887679568,-0.4307672578381826,-0.3269972029497717,0.5637686265653459,0.5177092770566551,-0.5780276937384927,-0.2915051673024229,1.3556122046843693,-0.5726698057954304,0,0.0,-0.5844738144671568,-584486.0888669649,0.36916,0,1.5257519130217174,0.0,0,0,0,1.0,2.0,5.0,5.0,1,-0.1037700548884109,0.4807160338795459,0.7591058886339427,0,-0.04605934950869073,0.5384267392592661,1,0,-1.6939338820520788e-16,0,1,0.1,0,1,0,0,12.0,-1.6939338820520788e-16,-0.5844860887679566,-5.081801646156237e-15,-1.6939338820520788e-16,5.0,0.36916,0.2,0.0,0.170748,-1.1689721775359136,-0.058448608876795684,0.0,-0.11689721775359137
-1.6383639119803013,-0.8771930929087929,-1.1108135409515072,-0.9573761151252212,1.4035367494679836,1.3337716156172958,-0.5780276937384927,-0.2915051673024229,-0.7376740903810559,1.74620695884431,0,0.0,-0.8771746717143645,-877193.0930573837,0.19394,0,22.361636088019697,6.0,1,0,0,1.0,2.0,5.0,5.0,1,-0.15343742582628594,0.7237556670825069,0.861870099436531,0,-0.06976513385068772,0.8074279590581052,1,0,-1.6939338820520788e-16,0,1,0.1,0,1,0,0,12.0,-1.6939338820520788e-16,-0.8771930929087927,-5.081801646156237e-15,-1.6939338820520788e-16,5.0,0.19394,0.2,0.0,0.11818200000000001,-1.7543861858175858,-0.08771930929087929,0.0,-0.17543861858175858
1.1255843233891092,2.50504670495076,-0.2572845095247649,-1.2318838378140096,0.694487332512143,1.1839859213961437,-0.5780276937384927,-0.2915051673024229,-0.7376740903810559,1.74620695884431,0,1.2542038456333682,2.5049940985716437,2505046.7053750986,0.97686,1,1.1255843233891092,0.0,0,0,0,1.0,2.0,5.0,5.0,1,0.9745993282892447,1.5304473766615154,4.788040399827623,0,0.48949858888400066,2.015548116066759,1,0,-1.6939338820520788e-16,0,1,0.1,0,1,0,0,12.0,-1.6939338820520788e-16,2.50504670495076,-5.081801646156237e-15,-1.6939338820520788e-16,5.0,0.97686,0.2,0.0,0.353058,5.01009340990152,0.250504670495076,0.0,0.501009340990152
-1.1683996497373543,0.7840527725843449,-0.9739807003148836,-1.0663031620792425,-1.1839781085306182,-1.1250882143021772,-0.5780276937384927,-0.2915051673024229,-0.7376740903810559,1.74620695884431,0,0.5788876147653436,0.7840363073514534,784052.7727171583,0.79824,0,22.831600350262647,6.0,1,0,0,1.0,2.0,5.0,5.0,1,0.09232246176435888,0.6917303108199859,1.0947899239938073,0,0.05888989422844104,0.7251628783559039,1,0,-1.6939338820520788e-16,0,1,0.1,0,1,0,0,12.0,-1.6939338820520788e-16,0.7840527725843451,-5.081801646156237e-15,-1.6939338820520788e-16,5.0,0.79824,0.2,0.0,0.29947199999999996,1.5681055451686898,0.07840527725843449,0.0,0.15681055451686898
0.4369238203004345,0.8221095248290288,1.6231648078278322,1.500040307576597,1.108251953432588,1.1637357349861968,1.7300209156629316,-0.2915051673024229,-0.7376740903810559,-0.5726698057954304,0,0.5999949094509714,0.822092260398289,822109.5249682888,0.80548,0,0.4369238203004345,0.0,0,0,0,1.0,2.0,5.0,5.0,1,0.12312450025123534,0.6989850245777934,0.9241448411139184,0,0.05548378155360867,0.7666257432754202,1,0,-1.6939338820520788e-16,0,1,0.1,0,1,0,0,12.0,-1.6939338820520788e-16,0.822109524829029,-5.081801646156237e-15,-1.6939338820520788e-16,5.0,0.80548,0.2,0.0,0.301644,1.6442190496580575,0.08221095248290289,0.0,0.16442190496580578
